



sintaxi;pmpknpi;open;Deleted user;Tue Jan 21 16:11:11 BRST 2014;null;627;
lsegal;yard;closed;Loren Segal;Thu Jan 19 14:17:18 BRST 2012;Thu Jan 19 14:22:27 BRST 2012;0;
lsegal;yard;closed;Loren Segal;Thu Jan 19 13:20:44 BRST 2012;Thu Jan 19 14:47:52 BRST 2012;0;
lsegal;yard;closed;Loren Segal;Wed Jan 18 08:04:49 BRST 2012;Wed Jan 18 08:06:36 BRST 2012;0;
lsegal;yard;closed;Yuta Yamada;Tue Jan 17 23:42:58 BRST 2012;Tue Jan 17 23:44:18 BRST 2012;0;
lsegal;yard;closed;Chris Gahan;Tue Jan 17 20:16:18 BRST 2012;Wed Jan 25 19:17:50 BRST 2012;7;
lsegal;yard;closed;Benedikt Deicke;Tue Jan 17 18:55:18 BRST 2012;Tue Jan 17 19:27:42 BRST 2012;0;
lsegal;yard;closed;Henrik Hodne;Sat Jan 14 13:58:42 BRST 2012;Sun Jan 15 08:55:13 BRST 2012;0;
lsegal;yard;closed;Gioele;Fri Jan 13 12:31:28 BRST 2012;Wed Jan 25 19:18:04 BRST 2012;12;
lsegal;yard;closed;Gioele;Fri Jan 13 10:59:57 BRST 2012;Sat Jan 21 17:42:53 BRST 2012;8;
lsegal;yard;closed;Gioele;Thu Jan 12 21:54:05 BRST 2012;Tue Jan 31 20:38:32 BRST 2012;18;
lsegal;yard;closed;Loren Segal;Thu Jan 12 18:26:57 BRST 2012;Wed Jan 25 19:19:51 BRST 2012;13;
lsegal;yard;closed;Loren Segal;Thu Jan 12 05:27:54 BRST 2012;Wed Mar 21 04:17:03 BRT 2012;68;
lsegal;yard;closed;Loren Segal;Thu Jan 12 05:23:44 BRST 2012;Tue Mar 20 08:21:03 BRT 2012;68;
lsegal;yard;closed;Loren Segal;Thu Jan 12 04:52:49 BRST 2012;Mon Jan 16 21:02:47 BRST 2012;4;
lsegal;yard;closed;Loren Segal;Thu Jan 12 04:52:30 BRST 2012;Mon Apr 30 05:42:14 BRT 2012;109;
lsegal;yard;closed;Loren Segal;Wed Jan 11 21:55:44 BRST 2012;Thu Apr 26 03:03:56 BRT 2012;105;
lsegal;yard;closed;Loren Segal;Wed Jan 11 21:50:40 BRST 2012;Mon Apr 29 03:22:39 BRT 2013;473;
lsegal;yard;closed;Loren Segal;Wed Jan 11 21:49:25 BRST 2012;Mon Apr 29 03:24:33 BRT 2013;473;
lsegal;yard;closed;Vlad Shvedov;Tue Jan 10 16:12:53 BRST 2012;Tue Jan 10 19:01:02 BRST 2012;0;
lsegal;yard;closed;Ankur Patel;Sat Jan 07 19:47:46 BRST 2012;Thu Jan 19 19:28:19 BRST 2012;11;
lsegal;yard;closed;Sergey Avseyev;Thu Jan 05 17:05:41 BRST 2012;Thu Jan 19 17:55:28 BRST 2012;14;
lsegal;yard;closed;David Chelimsky;Thu Jan 05 10:43:29 BRST 2012;Fri Mar 23 10:04:36 BRT 2012;77;
lsegal;yard;closed;Sergey Avseyev;Tue Jan 03 10:13:38 BRST 2012;Tue Jan 31 20:08:02 BRST 2012;28;
lsegal;yard;closed;Dominik Honnef;Sun Jan 01 17:21:10 BRST 2012;Sun Jan 01 21:14:30 BRST 2012;0;
lsegal;yard;closed;Kubo Takehiro;Fri Dec 30 10:09:34 BRST 2011;Fri Dec 30 17:29:33 BRST 2011;0;
lsegal;yard;closed;FlyboyArt;Fri Dec 30 07:12:46 BRST 2011;Wed Jan 25 19:18:39 BRST 2012;26;
lsegal;yard;closed;Jo Liss;Wed Dec 28 13:53:16 BRST 2011;Wed Dec 28 18:32:27 BRST 2011;0;
lsegal;yard;closed;Loren Segal;Tue Dec 27 20:46:28 BRST 2011;Thu Apr 26 00:13:22 BRT 2012;120;
lsegal;yard;closed;Sergey Avseyev;Mon Dec 26 12:48:06 BRST 2011;Mon Jan 02 09:47:55 BRST 2012;6;
lsegal;yard;closed;Sergey Avseyev;Mon Dec 26 12:45:07 BRST 2011;Mon Jan 02 09:47:56 BRST 2012;6;
lsegal;yard;closed;Sergey Avseyev;Mon Dec 26 12:42:46 BRST 2011;Mon Jan 02 09:47:56 BRST 2012;6;
lsegal;yard;closed;Ben Skelton;Mon Dec 26 11:00:43 BRST 2011;Mon Jan 23 21:05:46 BRST 2012;28;
lsegal;yard;closed;Myron Marston;Thu Dec 22 17:59:43 BRST 2011;Thu Dec 22 18:01:48 BRST 2011;0;
lsegal;yard;closed;Xavier Noria;Thu Dec 22 16:35:00 BRST 2011;Mon Jan 16 18:22:09 BRST 2012;25;
lsegal;yard;closed;Tiago;Thu Dec 22 06:45:08 BRST 2011;Thu Dec 22 06:53:03 BRST 2011;0;
lsegal;yard;closed;Tiago;Wed Dec 21 14:46:17 BRST 2011;Wed Dec 21 16:36:29 BRST 2011;0;
lsegal;yard;closed;Myron Marston;Sat Dec 17 17:42:45 BRST 2011;Mon Dec 19 03:07:00 BRST 2011;1;
lsegal;yard;closed;Myron Marston;Fri Dec 16 05:02:18 BRST 2011;Sat Dec 17 01:38:13 BRST 2011;0;
lsegal;yard;closed;Mikhail Grishko;Thu Dec 15 19:44:48 BRST 2011;Thu Dec 15 20:08:40 BRST 2011;0;
lsegal;yard;closed;David Chelimsky;Sat Dec 10 11:24:29 BRST 2011;Sun Dec 11 05:31:52 BRST 2011;0;
lsegal;yard;closed;Tyler Kellen;Thu Dec 08 17:31:13 BRST 2011;Sun Apr 28 15:08:43 BRT 2013;506;
lsegal;yard;closed;Yuta Yamada;Tue Dec 06 07:02:36 BRST 2011;Wed Jan 11 21:53:52 BRST 2012;36;
lsegal;yard;closed;Yuta Yamada;Mon Dec 05 02:25:16 BRST 2011;Mon Dec 05 02:43:48 BRST 2011;0;
lsegal;yard;closed;Loren Segal;Sat Dec 03 03:28:20 BRST 2011;Mon Dec 05 02:44:44 BRST 2011;1;
lsegal;yard;closed;Mark Morga;Thu Dec 01 20:34:06 BRST 2011;Sat Dec 03 01:31:00 BRST 2011;1;
lsegal;yard;closed;David Chelimsky;Tue Nov 29 09:38:38 BRST 2011;Sat Dec 03 03:36:31 BRST 2011;3;
lsegal;yard;closed;David Chelimsky;Tue Nov 29 03:22:32 BRST 2011;Wed Nov 30 01:33:40 BRST 2011;0;
lsegal;yard;closed;Larry Gilbert;Mon Nov 28 19:07:11 BRST 2011;Mon Nov 28 21:26:22 BRST 2011;0;
lsegal;yard;closed;David Chelimsky;Sun Nov 27 16:09:21 BRST 2011;Tue Nov 29 08:55:47 BRST 2011;1;
lsegal;yard;closed;Deleted user;Sun Nov 27 04:15:42 BRST 2011;Sat Dec 03 03:05:12 BRST 2011;5;
lsegal;yard;closed;Kouhei Sutou;Fri Nov 25 13:22:51 BRST 2011;Sat Dec 03 01:32:16 BRST 2011;7;
lsegal;yard;closed;Kouhei Sutou;Fri Nov 25 12:58:36 BRST 2011;Sat Dec 03 01:29:54 BRST 2011;7;
lsegal;yard;closed;Nikolai Weibull;Wed Nov 16 17:26:08 BRST 2011;Sat Dec 03 03:28:02 BRST 2011;16;
lsegal;yard;closed;Yuta Yamada;Wed Nov 09 05:36:34 BRST 2011;Fri Nov 11 05:21:46 BRST 2011;1;
lsegal;yard;closed;Chin Huang;Mon Nov 07 22:09:24 BRST 2011;Wed Nov 09 02:29:03 BRST 2011;1;
lsegal;yard;closed;David Chelimsky;Sun Nov 06 10:28:35 BRST 2011;Sun Nov 06 22:05:32 BRST 2011;0;
lsegal;yard;closed;Nick Griffiths;Sat Nov 05 10:45:55 BRST 2011;Sat Nov 05 12:10:37 BRST 2011;0;
lsegal;yard;closed;Sebastian Boehm;Thu Nov 03 20:24:12 BRST 2011;Sat Dec 03 01:50:24 BRST 2011;29;
lsegal;yard;closed;Aslak Hellesøy;Thu Nov 03 20:09:15 BRST 2011;Fri Nov 04 04:18:38 BRST 2011;0;
lsegal;yard;closed;Chris Griego;Wed Nov 02 22:24:29 BRST 2011;Fri Nov 04 04:17:44 BRST 2011;1;
lsegal;yard;closed;Dominik Honnef;Mon Oct 31 22:14:54 BRST 2011;Wed May 01 22:01:39 BRT 2013;547;
lsegal;yard;closed;Stefan Rohlfing;Sun Oct 30 04:39:02 BRST 2011;Sun Oct 30 04:52:46 BRST 2011;0;
lsegal;yard;closed;Steve Loveless;Mon Oct 24 21:57:48 BRST 2011;Sat Dec 03 02:50:37 BRST 2011;39;
lsegal;yard;closed;7rans;Mon Oct 24 02:45:58 BRST 2011;Tue Mar 06 10:41:03 BRT 2012;134;
lsegal;yard;closed;Joe Khoobyar;Thu Oct 20 11:15:25 BRST 2011;Thu Oct 20 22:45:09 BRST 2011;0;
lsegal;yard;closed;Joe Khoobyar;Thu Oct 20 11:13:42 BRST 2011;Thu Oct 20 11:17:44 BRST 2011;0;
lsegal;yard;closed;Adam;Tue Oct 18 17:08:02 BRST 2011;Tue Apr 09 11:01:29 BRT 2013;538;
lsegal;yard;closed;David Chelimsky;Sun Oct 16 15:26:12 BRST 2011;Thu Oct 20 19:43:59 BRST 2011;4;
lsegal;yard;closed;Lucas Nussbaum;Sun Oct 16 10:44:21 BRST 2011;Mon Jan 23 20:34:36 BRST 2012;99;
lsegal;yard;closed;Dirkjan Bussink;Fri Oct 14 14:15:27 BRT 2011;Fri Oct 14 22:40:56 BRT 2011;0;
lsegal;yard;closed;Kouhei Sutou;Thu Oct 13 01:22:50 BRT 2011;Wed Apr 25 23:06:13 BRT 2012;195;
lsegal;yard;closed;Dominik Honnef;Wed Oct 12 19:28:29 BRT 2011;Wed Mar 21 22:47:37 BRT 2012;161;
lsegal;yard;closed;Tim Morton;Fri Oct 07 15:43:02 BRT 2011;Sat Oct 08 17:12:00 BRT 2011;1;
lsegal;yard;closed;Anthony Underwood;Wed Oct 05 13:42:02 BRT 2011;Wed Oct 05 23:43:44 BRT 2011;0;
lsegal;yard;closed;Greg Karékinian;Tue Oct 04 11:56:40 BRT 2011;Fri Oct 14 22:40:25 BRT 2011;10;
lsegal;yard;closed;Yorick Peterse;Fri Sep 30 10:42:18 BRT 2011;Sat Oct 01 16:07:29 BRT 2011;1;
lsegal;yard;closed;7rans;Wed Sep 21 15:37:03 BRT 2011;Tue Mar 06 19:40:56 BRT 2012;167;
lsegal;yard;closed;Suan Yeo;Wed Sep 21 15:02:11 BRT 2011;Fri Oct 14 18:51:50 BRT 2011;23;
lsegal;yard;closed;Nick Klauer;Mon Sep 19 21:24:54 BRT 2011;Sat Oct 01 13:48:47 BRT 2011;11;
lsegal;yard;closed;Fabian Schwahn;Sat Sep 17 05:29:36 BRT 2011;Thu Feb 02 02:55:24 BRST 2012;137;
lsegal;yard;closed;Deleted user;Wed Sep 14 01:33:10 BRT 2011;Sun Apr 29 06:08:20 BRT 2012;228;
lsegal;yard;closed;Michael Edgar;Wed Sep 07 12:27:00 BRT 2011;Thu Sep 08 00:13:35 BRT 2011;0;
lsegal;yard;closed;Eric Will;Wed Sep 07 11:59:12 BRT 2011;Wed Sep 07 13:42:27 BRT 2011;0;
lsegal;yard;closed;Eric Will;Wed Sep 07 11:57:04 BRT 2011;Wed Sep 07 13:00:31 BRT 2011;0;
lsegal;yard;closed;Chad Boyd;Thu Aug 25 18:16:58 BRT 2011;Thu Aug 25 19:10:14 BRT 2011;0;
lsegal;yard;closed;Mark Rada;Tue Aug 23 23:35:38 BRT 2011;Sat Oct 01 16:09:09 BRT 2011;38;
lsegal;yard;closed;7rans;Tue Aug 23 19:22:17 BRT 2011;Thu Feb 02 02:59:52 BRST 2012;162;
lsegal;yard;closed;null;Sun Aug 21 07:19:35 BRT 2011;Wed Mar 21 16:44:55 BRT 2012;213;
lsegal;yard;closed;Nico Ritsche;Fri Aug 19 03:28:26 BRT 2011;Fri Oct 14 19:34:55 BRT 2011;56;
lsegal;yard;closed;Nico Ritsche;Fri Aug 19 03:24:50 BRT 2011;Fri Oct 14 19:36:11 BRT 2011;56;
lsegal;yard;closed;Kouhei Sutou;Thu Aug 18 10:41:38 BRT 2011;Sat Oct 01 14:50:05 BRT 2011;44;
lsegal;yard;closed;Daniel Schierbeck;Thu Aug 18 08:19:36 BRT 2011;Sun Oct 14 20:05:06 BRT 2012;423;
lsegal;yard;closed;Kiyoshi Murata;Sun Aug 14 08:01:06 BRT 2011;Sat Oct 01 16:18:13 BRT 2011;48;
lsegal;yard;closed;Kouhei Sutou;Sat Aug 06 13:30:06 BRT 2011;Sat Aug 06 14:09:00 BRT 2011;0;
lsegal;yard;closed;Grant Gardner;Sun Jul 24 01:17:16 BRT 2011;Sat Oct 01 18:50:48 BRT 2011;69;
lsegal;yard;closed;Andy Tinkham;Wed Jul 20 14:20:50 BRT 2011;Sat Oct 01 16:03:30 BRT 2011;73;
lsegal;yard;closed;Tobias Koch;Mon Jul 11 19:45:48 BRT 2011;Sat Oct 01 14:58:21 BRT 2011;81;
lsegal;yard;closed;Samuel Williams;Mon Jul 11 01:10:16 BRT 2011;Sat Oct 01 18:59:03 BRT 2011;82;
lsegal;yard;closed;Kim Burgestrand;Sat Jul 09 23:03:00 BRT 2011;Wed May 01 21:54:49 BRT 2013;661;
lsegal;yard;closed;Kim Burgestrand;Sat Jul 09 22:03:55 BRT 2011;Sat Oct 15 00:34:44 BRT 2011;97;
lsegal;yard;closed;Fred Loney;Fri Jul 08 15:11:05 BRT 2011;Fri Oct 14 18:52:25 BRT 2011;98;
lsegal;yard;closed;Kouhei Sutou;Thu Jul 07 11:04:02 BRT 2011;Fri Jul 22 19:39:46 BRT 2011;15;
lsegal;yard;closed;Kouhei Sutou;Thu Jul 07 10:43:53 BRT 2011;Fri Jul 22 20:25:31 BRT 2011;15;
lsegal;yard;closed;Pierre Carrier;Thu Jul 07 06:45:03 BRT 2011;Sat Oct 15 14:34:21 BRT 2011;100;
lsegal;yard;closed;Guten Ye;Mon Jul 04 06:37:36 BRT 2011;Sat Jul 23 00:39:17 BRT 2011;18;
lsegal;yard;closed;Deleted user;Fri Jul 01 18:23:19 BRT 2011;Sun Aug 14 18:27:54 BRT 2011;44;
lsegal;yard;closed;7rans;Wed Jun 22 20:20:00 BRT 2011;Fri Oct 14 20:37:20 BRT 2011;114;
lsegal;yard;closed;Nikolai Weibull;Wed Jun 22 10:33:40 BRT 2011;Wed Jun 22 15:18:08 BRT 2011;0;
lsegal;yard;closed;Sven Fuchs;Mon Jun 20 13:27:44 BRT 2011;Fri Jul 22 19:39:47 BRT 2011;32;
lsegal;yard;closed;Dominik Honnef;Wed Jun 15 15:24:33 BRT 2011;Wed Jun 15 15:42:58 BRT 2011;0;
lsegal;yard;closed;7rans;Sun Jun 12 07:59:06 BRT 2011;Sun Jun 12 14:04:03 BRT 2011;0;
lsegal;yard;closed;7rans;Sat Jun 11 18:27:26 BRT 2011;Sun Jun 12 16:11:21 BRT 2011;0;
lsegal;yard;closed;Matt;Sat Jun 11 11:26:07 BRT 2011;Tue Jun 14 01:51:18 BRT 2011;2;
lsegal;yard;closed;7rans;Sat Jun 11 09:13:51 BRT 2011;Mon Jun 13 01:08:04 BRT 2011;1;
lsegal;yard;closed;Michael Klishin;Sat Jun 11 01:25:54 BRT 2011;Sat Jun 11 01:26:35 BRT 2011;0;
lsegal;yard;closed;Michael Klishin;Sat Jun 11 01:20:14 BRT 2011;Sat Jun 11 01:25:29 BRT 2011;0;
lsegal;yard;closed;7rans;Thu Jun 09 19:11:01 BRT 2011;Fri Jun 10 19:36:16 BRT 2011;1;
lsegal;yard;closed;Lee Jarvis;Tue Jun 07 18:54:47 BRT 2011;Mon Jun 13 01:32:03 BRT 2011;5;
lsegal;yard;closed;Akzhan Abdulin;Tue Jun 07 12:39:00 BRT 2011;Mon Jun 13 00:55:21 BRT 2011;5;
lsegal;yard;closed;David Lee;Sat Jun 04 06:27:23 BRT 2011;Mon Apr 29 03:10:26 BRT 2013;694;
lsegal;yard;closed;David Lee;Sat Jun 04 06:24:40 BRT 2011;Sat Jun 04 11:59:38 BRT 2011;0;
lsegal;yard;closed;7rans;Sat Jun 04 00:42:20 BRT 2011;Fri Jan 25 13:16:33 BRST 2013;601;
lsegal;yard;closed;Thomas Thomassen;Fri Jun 03 05:21:10 BRT 2011;Sat Jun 04 00:00:22 BRT 2011;0;
lsegal;yard;closed;Alex Sharp;Wed Jun 01 23:32:04 BRT 2011;Thu Jun 02 00:25:28 BRT 2011;0;
lsegal;yard;closed;Michael Klishin;Sun May 29 22:15:57 BRT 2011;Mon May 30 14:11:10 BRT 2011;0;
lsegal;yard;closed;Michael Klishin;Sat May 28 11:59:34 BRT 2011;Tue Jun 14 01:15:44 BRT 2011;16;
lsegal;yard;closed;Jeffrey Jones;Fri May 27 02:03:34 BRT 2011;Fri May 27 02:53:51 BRT 2011;0;
lsegal;yard;closed;Brandon Faloona;Thu May 26 13:59:04 BRT 2011;Fri May 27 16:21:10 BRT 2011;1;
lsegal;yard;closed;Rachot Moragraan;Wed May 25 17:22:41 BRT 2011;Wed May 25 17:25:37 BRT 2011;0;
lsegal;yard;closed;Gibheer;Tue May 24 13:02:17 BRT 2011;Mon Apr 29 03:24:05 BRT 2013;705;
lsegal;yard;closed;Jon Wood;Tue May 24 08:24:26 BRT 2011;Tue May 24 14:47:57 BRT 2011;0;
lsegal;yard;closed;Ryan Sobol;Mon May 23 14:10:55 BRT 2011;Mon May 23 22:33:23 BRT 2011;0;
lsegal;yard;closed;Ryan Sobol;Mon May 23 14:08:16 BRT 2011;Wed May 01 21:55:56 BRT 2013;709;
lsegal;yard;closed;Ryan Sobol;Mon May 23 13:52:14 BRT 2011;Wed May 01 22:05:34 BRT 2013;709;
lsegal;yard;closed;Loren Segal;Mon May 23 13:08:08 BRT 2011;Wed Jun 15 01:39:20 BRT 2011;22;
lsegal;yard;closed;Loren Segal;Mon May 23 02:55:29 BRT 2011;Mon May 23 15:15:59 BRT 2011;0;
lsegal;yard;closed;Felix Dominguez;Sun May 22 19:46:55 BRT 2011;Sun Apr 28 15:14:36 BRT 2013;706;
lsegal;yard;closed;Deleted user;Sun May 22 18:28:22 BRT 2011;Mon May 23 13:16:13 BRT 2011;0;
lsegal;yard;closed;Ryan Sobol;Sun May 22 16:40:22 BRT 2011;Sun May 22 16:55:51 BRT 2011;0;
lsegal;yard;closed;Richard Schneeman;Sat May 21 13:17:25 BRT 2011;Sat May 21 13:23:07 BRT 2011;0;
lsegal;yard;closed;Felix Dominguez;Sat May 21 11:30:30 BRT 2011;Sat May 21 11:38:48 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Sat May 21 02:00:52 BRT 2011;Sat May 21 02:01:11 BRT 2011;0;
lsegal;yard;closed;Deleted user;Fri May 20 18:22:32 BRT 2011;Fri May 20 22:06:45 BRT 2011;0;
lsegal;yard;closed;Bess Sadler;Fri May 20 15:45:31 BRT 2011;Fri May 20 22:06:44 BRT 2011;0;
lsegal;yard;closed;Mark Rada;Thu May 19 03:22:56 BRT 2011;Fri May 20 21:39:12 BRT 2011;1;
lsegal;yard;closed;Shane Hanna;Thu May 19 02:44:35 BRT 2011;Fri May 20 21:39:12 BRT 2011;1;
lsegal;yard;closed;Simone Carletti;Wed May 18 05:14:38 BRT 2011;Fri May 20 14:44:54 BRT 2011;2;
lsegal;yard;closed;Jeffrey Jones;Wed May 18 04:14:22 BRT 2011;Wed May 18 04:50:55 BRT 2011;0;
lsegal;yard;closed;Hans de Graaff;Wed May 18 02:52:14 BRT 2011;Sun May 22 12:43:13 BRT 2011;4;
lsegal;yard;closed;7rans;Sun May 15 13:18:37 BRT 2011;Mon May 16 01:51:25 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Sat May 14 18:32:05 BRT 2011;Sat May 14 21:40:56 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Fri May 13 18:16:59 BRT 2011;Fri May 13 18:23:02 BRT 2011;0;
lsegal;yard;closed;Brett Goulder;Wed May 11 21:55:49 BRT 2011;Wed May 11 23:41:01 BRT 2011;0;
lsegal;yard;closed;Trent Ogren;Wed May 11 01:23:23 BRT 2011;Fri May 13 21:50:52 BRT 2011;2;
lsegal;yard;closed;Ben Langfeld;Sun May 08 13:10:33 BRT 2011;Tue May 10 00:59:53 BRT 2011;1;
lsegal;yard;closed;Loren Segal;Sat May 07 19:16:54 BRT 2011;Sat May 07 20:15:05 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Sat May 07 19:14:31 BRT 2011;Fri May 13 21:43:26 BRT 2011;6;
lsegal;yard;closed;Loren Segal;Sat May 07 19:13:17 BRT 2011;Fri May 20 14:43:01 BRT 2011;12;
lsegal;yard;closed;Loren Segal;Sat May 07 19:09:18 BRT 2011;Fri May 13 21:43:26 BRT 2011;6;
lsegal;yard;closed;Bjørn Mæland;Fri May 06 11:32:50 BRT 2011;Sat May 07 16:16:47 BRT 2011;1;
lsegal;yard;closed;Postmodern;Thu May 05 22:30:20 BRT 2011;Fri May 06 18:49:30 BRT 2011;0;
lsegal;yard;closed;Daniel Mendler;Thu May 05 18:46:17 BRT 2011;Thu May 05 21:41:56 BRT 2011;0;
lsegal;yard;closed;Daniel Mendler;Thu May 05 18:45:47 BRT 2011;Sat May 07 17:37:09 BRT 2011;1;
lsegal;yard;closed;Postmodern;Sat Apr 30 23:23:04 BRT 2011;Sat May 07 16:36:54 BRT 2011;6;
lsegal;yard;closed;Michael Granger;Fri Apr 29 15:27:10 BRT 2011;Tue May 03 23:18:59 BRT 2011;4;
lsegal;yard;closed;Mutwin Kraus;Sun Apr 24 14:01:19 BRT 2011;Mon Apr 25 06:16:44 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Thu Apr 21 17:07:01 BRT 2011;Mon May 16 11:42:17 BRT 2011;24;
lsegal;yard;closed;Rémi Prévost;Thu Apr 21 10:23:47 BRT 2011;Mon Apr 25 17:01:10 BRT 2011;4;
lsegal;yard;closed;Erik Michaels-Ober;Thu Apr 21 04:29:05 BRT 2011;Thu Apr 21 13:38:03 BRT 2011;0;
lsegal;yard;closed;Erik Michaels-Ober;Thu Apr 21 04:24:08 BRT 2011;Thu Apr 21 13:35:43 BRT 2011;0;
lsegal;yard;closed;7rans;Wed Apr 20 22:25:18 BRT 2011;Thu Apr 21 16:40:43 BRT 2011;0;
lsegal;yard;closed;Erik Michaels-Ober;Wed Apr 20 12:03:12 BRT 2011;Wed Apr 20 16:12:28 BRT 2011;0;
lsegal;yard;closed;Erik Michaels-Ober;Wed Apr 20 11:48:58 BRT 2011;Wed Apr 20 16:16:07 BRT 2011;0;
lsegal;yard;closed;Erik Michaels-Ober;Wed Apr 20 11:12:35 BRT 2011;Wed Apr 20 16:00:53 BRT 2011;0;
lsegal;yard;closed;Erik Michaels-Ober;Wed Apr 20 11:04:16 BRT 2011;Wed Apr 20 16:16:42 BRT 2011;0;
lsegal;yard;closed;Julien Ammous;Sun Apr 17 09:35:58 BRT 2011;Sun Apr 17 14:41:34 BRT 2011;0;
lsegal;yard;closed;Franklin Webber;Sun Apr 17 03:05:38 BRT 2011;Thu Apr 21 13:57:02 BRT 2011;4;
lsegal;yard;closed;aXe1;Fri Apr 15 21:39:34 BRT 2011;Thu Apr 21 17:22:47 BRT 2011;5;
lsegal;yard;closed;null;Fri Apr 15 11:59:37 BRT 2011;Fri Apr 15 13:08:12 BRT 2011;0;
lsegal;yard;closed;Franklin Webber;Wed Apr 13 19:26:04 BRT 2011;Wed Apr 13 19:46:58 BRT 2011;0;
lsegal;yard;closed;Franklin Webber;Wed Apr 13 19:24:24 BRT 2011;Thu Apr 21 13:29:13 BRT 2011;7;
lsegal;yard;closed;Loren Segal;Wed Apr 13 19:02:33 BRT 2011;Sun May 08 00:29:20 BRT 2011;24;
lsegal;yard;closed;Loren Segal;Wed Apr 13 18:42:13 BRT 2011;Sat May 07 23:49:56 BRT 2011;24;
lsegal;yard;closed;Loren Segal;Wed Apr 13 18:40:08 BRT 2011;Sat May 07 13:24:29 BRT 2011;23;
lsegal;yard;closed;Loren Segal;Wed Apr 13 18:37:15 BRT 2011;Sat May 07 13:24:29 BRT 2011;23;
lsegal;yard;closed;Robert J. Berger;Tue Apr 12 23:49:33 BRT 2011;Wed Apr 13 01:55:22 BRT 2011;0;
lsegal;yard;closed;Gabriel Gilder;Tue Apr 12 18:50:21 BRT 2011;Wed Apr 13 02:36:56 BRT 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Tue Apr 12 07:39:32 BRT 2011;Thu Apr 21 13:22:32 BRT 2011;9;
lsegal;yard;closed;Loren Segal;Sun Apr 10 22:49:50 BRT 2011;Mon Apr 11 01:21:56 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Sun Apr 10 22:44:26 BRT 2011;Sun Apr 10 22:45:37 BRT 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Thu Apr 07 12:42:31 BRT 2011;Thu Apr 07 12:57:08 BRT 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Thu Apr 07 12:29:55 BRT 2011;Thu Apr 07 12:52:11 BRT 2011;0;
lsegal;yard;closed;null;Wed Apr 06 00:05:36 BRT 2011;Thu Apr 21 13:26:41 BRT 2011;15;
lsegal;yard;closed;Andrew Marshall;Mon Apr 04 02:30:56 BRT 2011;Mon Apr 04 17:14:43 BRT 2011;0;
lsegal;yard;closed;Darrick Wiebe;Sun Apr 03 15:57:03 BRT 2011;Sun Apr 03 17:36:17 BRT 2011;0;
lsegal;yard;closed;Darrick Wiebe;Sat Apr 02 21:02:50 BRT 2011;Mon Apr 04 19:29:07 BRT 2011;1;
lsegal;yard;closed;Chris Lowder;Wed Mar 30 09:50:11 BRT 2011;Tue Apr 05 08:58:22 BRT 2011;5;
lsegal;yard;closed;Gioele;Sat Mar 26 07:36:41 BRT 2011;Sat Mar 26 14:41:10 BRT 2011;0;
lsegal;yard;closed;Philip Borenstein;Thu Mar 24 02:08:01 BRT 2011;Mon Apr 04 20:15:53 BRT 2011;11;
lsegal;yard;closed;Kim Burgestrand;Wed Mar 23 10:21:36 BRT 2011;Wed Mar 23 18:47:10 BRT 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Thu Mar 17 10:36:03 BRT 2011;Mon Apr 04 19:30:43 BRT 2011;18;
lsegal;yard;closed;Bob Aman;Fri Mar 11 21:48:53 BRT 2011;Sat Mar 12 06:13:28 BRT 2011;0;
lsegal;yard;closed;Loren Segal;Thu Mar 10 00:18:09 BRT 2011;Mon Apr 11 06:36:08 BRT 2011;32;
lsegal;yard;closed;John Miller;Mon Mar 07 15:32:33 BRT 2011;Tue Mar 08 09:46:00 BRT 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Mon Feb 28 07:16:10 BRT 2011;Tue Mar 08 01:18:12 BRT 2011;7;
lsegal;yard;closed;Guten Ye;Sun Feb 27 11:13:04 BRT 2011;Sun Feb 27 19:50:46 BRT 2011;0;
lsegal;yard;closed;Guten Ye;Sat Feb 26 23:50:08 BRT 2011;Sun Feb 27 20:16:56 BRT 2011;0;
lsegal;yard;closed;Guten Ye;Fri Feb 25 22:43:46 BRT 2011;Sat Feb 26 03:01:28 BRT 2011;0;
lsegal;yard;closed;Postmodern;Fri Feb 25 18:19:51 BRT 2011;Fri Feb 25 23:54:16 BRT 2011;0;
lsegal;yard;closed;Bob Aman;Wed Feb 23 20:37:11 BRT 2011;Fri Feb 25 02:24:21 BRT 2011;1;
lsegal;yard;closed;Naoya Nakazawa;Wed Feb 16 07:02:47 BRST 2011;Wed Feb 16 07:03:27 BRST 2011;0;
lsegal;yard;closed;Naoya Nakazawa;Wed Feb 16 07:01:10 BRST 2011;Wed Feb 16 07:07:20 BRST 2011;0;
lsegal;yard;closed;Naoya Nakazawa;Wed Feb 16 06:59:59 BRST 2011;Wed Feb 16 07:02:48 BRST 2011;0;
